ID	lineage	domain	phylum	class	order	family	genus	species
A0A7X7BY44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__	g__	s__
A0A328WLM8	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
A0A832A4W1	d__Bacteria;p__CandidatusStaskawicziibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusStaskawicziibacteriota	c__	o__	f__	g__	s__
A0A258N3T7	d__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__	f__	g__	s__
A0A7K3MX15	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
Q8PUT3	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcinamazei	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcinamazei
Q8TJ47	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcinaacetivorans	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcinaacetivorans
A0A0E3RZW9	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcinalacustris	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcinalacustris
A0A0E3RRK8	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcinamazei	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcinamazei
A0A2A2HUS2	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__
A0A0E3NUD0	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__
A0A1E7G819	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__
A0A3R7H9A1	d__Archaea;p__CandidatusWoesearchaeota;c__;o__;f__;g__;s__	d__Archaea	p__CandidatusWoesearchaeota	c__	o__	f__	g__	s__
A0A3A4WBQ8	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__	f__	g__	s__
A0A1F6SFS8	d__Bacteria;p__CandidatusMelainabacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMelainabacteria	c__	o__	f__	g__	s__
A0A0G4B185	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
A0A1Y2K6T0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Magnetococcales;f__Magnetococcaceae;g__Magnetofaba;s__Magnetofabaaustralis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Magnetococcales	f__Magnetococcaceae	g__Magnetofaba	s__Magnetofabaaustralis
A0A7C6UW51	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Syntrophomonadaceae;g__;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Syntrophomonadaceae	g__	s__
A0A7C3CBE7	d__Bacteria;p__Bacteroidota;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Phaeodactylibacter;s__	d__Bacteria	p__Bacteroidota	c__Saprospiria	o__Saprospirales	f__Haliscomenobacteraceae	g__Phaeodactylibacter	s__
A0A2H0V8N5	d__Bacteria;p__CandidatusFalkowbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusFalkowbacteria	c__	o__	f__	g__	s__
A0A0G1EA00	d__Bacteria;p__CandidatusMagasanikiibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMagasanikiibacteriota	c__	o__	f__	g__	s__
A0A7V4UI77	d__Bacteria;p__CandidatusMoraniibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMoraniibacteriota	c__	o__	f__	g__	s__
A0A285HHN6	d__Bacteria;p__Bacillota;c__Clostridia;o__Halanaerobiales;f__Halobacteroidaceae;g__Orenia;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Halanaerobiales	f__Halobacteroidaceae	g__Orenia	s__
D9TH83	d__Bacteria;p__Bacillota;c__;o__Caldicellulosiruptorales;f__Caldicellulosiruptoraceae;g__Caldicellulosiruptor;s__Caldicellulosiruptorobsidiansis	d__Bacteria	p__Bacillota	c__	o__Caldicellulosiruptorales	f__Caldicellulosiruptoraceae	g__Caldicellulosiruptor	s__Caldicellulosiruptorobsidiansis
A0A2M6W5B1	d__Bacteria;p__CandidatusMagasanikiibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMagasanikiibacteriota	c__	o__	f__	g__	s__
I4D493	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinusacidiphilus	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Desulfitobacteriaceae	g__Desulfosporosinus	s__Desulfosporosinusacidiphilus
A0A3M2FRE2	d__Bacteria;p__Calditrichota;c__;o__;f__;g__;s__	d__Bacteria	p__Calditrichota	c__	o__	f__	g__	s__
A0A370APS4	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Oceanispirochaeta;s__	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Oceanispirochaeta	s__
M0LLR4	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halobiforma;s__Halobiformalacisalsi	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halobiforma	s__Halobiformalacisalsi
A0A1I0QY99	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__
A0A6B9THJ0	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__	d__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanothermobacter	s__
A0A6V8F0X9	d__Archaea;p__CandidatusThermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea	p__CandidatusThermoplasmatota	c__Thermoplasmata	o__	f__	g__	s__
A0A1V5RWD7	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
A0A3Q9FP57	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Flammeovirgaceae	g__Flammeovirga	s__
A0A0F5JFS1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroidesgoldsteinii	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroidesgoldsteinii
A0A1F2Z2H4	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__	f__	g__	s__
A0A2M8LEN4	d__Bacteria;p__CandidatusUhrbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusUhrbacteria	c__	o__	f__	g__	s__
A0A7X8XV25	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Flammeovirgaceae	g__Flammeovirga	s__
A0A523CBU9	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__	f__	g__	s__
A0A1Y3WLM6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella	s__
A0A7G6E7W3	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Thermanaerosceptrum;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Peptococcaceae	g__Thermanaerosceptrum	s__
A0A2N3FGU7	d__Bacteria;p__Actinomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__	o__	f__	g__	s__
A0A7C6V3A5	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Desulfotomaculaceae;g__Desulfotomaculum;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Desulfotomaculaceae	g__Desulfotomaculum	s__
A0A1H5TN26	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Caloramator;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Caloramator	s__
A0A0G0LH33	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
A0A1T4WWQ2	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Caloramator;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Caloramator	s__
A0A0U1QSL3	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Sporolactobacillus;s__Sporolactobacillusinulinus	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae	g__Sporolactobacillus	s__Sporolactobacillusinulinus
A0A150AKA7	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Flammeovirgaceae	g__Flammeovirga	s__
A0A1G1Q7L1	d__Bacteria;p__CandidatusOmnitrophota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusOmnitrophota	c__	o__	f__	g__	s__
A0A416GE51	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__
A0A2H0TZL1	d__Bacteria;p__CandidatusMagasanikiibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMagasanikiibacteriota	c__	o__	f__	g__	s__
A0A0G1B4W2	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
A0A345QCY8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Roseobacteraceae	g__Sulfitobacter	s__
A0A3B9FDJ9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__
A0A349NFT3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__
A0A2M7U4L8	d__Bacteria;p__CandidatusRoizmanbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusRoizmanbacteria	c__	o__	f__	g__	s__
A0A1G1W5H2	d__Bacteria;p__CandidatusWoykeibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusWoykeibacteriota	c__	o__	f__	g__	s__
A0A7X9PG95	d__Bacteria;p__CandidatusMoraniibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMoraniibacteriota	c__	o__	f__	g__	s__
A0A7C3WC79	d__Bacteria;p__CandidatusMoraniibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMoraniibacteriota	c__	o__	f__	g__	s__
A0A7C4QBJ5	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
A0A5C6HJ98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__	s__
D4IQ95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipesshahii	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipesshahii
A0A2M6YBW1	d__Bacteria;p__CandidatusBerkelbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusBerkelbacteria	c__	o__	f__	g__	s__
A0A0A2EMI0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__	s__
A0A255T2J4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__
V7Q047	d__Bacteria;p__CandidatusParcubacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusParcubacteria	c__	o__	f__	g__	s__
A0A386H1Y0	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	s__
A0A1Q6HDM8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__
A0A162SWE1	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridiummagnum	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	s__Clostridiummagnum
A0A1C7PD95	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__
A0A2M6W3T1	d__Bacteria;p__CandidatusMagasanikiibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMagasanikiibacteriota	c__	o__	f__	g__	s__
A0A853NXT1	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Arcobacter	s__
A0A1M4XGV3	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Caloramator;s__Caloramatorproteoclasticus	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Caloramator	s__Caloramatorproteoclasticus
A0A060RD72	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Mucinivorans;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Mucinivorans	s__
A0A2N6ACD6	d__Bacteria;p__CandidatusParcubacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusParcubacteria	c__	o__	f__	g__	s__
A0A7X8ADF3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__	g__	s__
A0A7V6KVC2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__	g__	s__
A0A4S1ZCX9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__	g__	s__
A0A3N0BFB4	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Paraeggerthella;s__	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Eggerthellales	f__Eggerthellaceae	g__Paraeggerthella	s__
A0A1V4IU32	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	s__
A0A069D095	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroidesgraminisolvens	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroidesgraminisolvens
A0A099T3U5	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanococcoides	s__
A0A0B3AHZ3	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea	p__	c__	o__	f__	g__	s__
A0A1V4YEY2	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanomethylovorans	s__
A0A2R6DM34	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__	g__	s__
A0A7L4RB91	d__Archaea;p__CandidatusMicrarchaeota;c__;o__;f__;g__;s__	d__Archaea	p__CandidatusMicrarchaeota	c__	o__	f__	g__	s__
A0A450YXE7	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__CandidatusKentron;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__CandidatusKentron	s__
G2HSM8	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Arcobacter	s__
A0A1H6I965	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Magnetospirillum	s__
A0A7U6Y5M2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__	s__
A0A7C4A1S4	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Aliiroseovarius;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Aliiroseovarius	s__
A0A0G1B6C9	d__Bacteria;p__CandidatusKuenenbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusKuenenbacteria	c__	o__	f__	g__	s__
A0A356V6A7	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__	s__
A0A3D8JAK0	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__
A0A0C2V5U0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Paramagnetospirillum;s__Paramagnetospirillummagnetotacticum	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Magnetospirillaceae	g__Paramagnetospirillum	s__Paramagnetospirillummagnetotacticum
A0A2M7VDD1	d__Bacteria;p__CandidatusKomeiliibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusKomeiliibacteriota	c__	o__	f__	g__	s__
A0A2G6IV61	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__	g__	s__
A0A1F6EWI2	d__Bacteria;p__CandidatusKaiserbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusKaiserbacteria	c__	o__	f__	g__	s__
A0A432QZP3	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__Desulfocapsa	s__
A0A259D3J8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__	g__	s__
A0A0G0H4F9	d__Bacteria;p__CandidatusMoraniibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMoraniibacteriota	c__	o__	f__	g__	s__
A0A3D0Y7Y3	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__	g__	s__
A0A6M8NL51	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Arcobacter	s__
A0A7C3DKL2	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Bryobacterales	f__	g__	s__
A0A2M8FD35	d__Bacteria;p__CandidatusLevyibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusLevyibacteriota	c__	o__	f__	g__	s__
A0A0G1E8F2	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
A0A847Z1C8	d__Bacteria;p__CandidatusKuenenbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusKuenenbacteria	c__	o__	f__	g__	s__
A0A847XLU2	d__Bacteria;p__CandidatusKuenenbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusKuenenbacteria	c__	o__	f__	g__	s__
A0A2N2KSU1	d__Bacteria;p__CandidatusCloacimonadota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusCloacimonadota	c__	o__	f__	g__	s__
A0A0F4QXE0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinomonas;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Marinomonas	s__
A0A2H0CGR4	d__Bacteria;p__CandidatusNomurabacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusNomurabacteria	c__	o__	f__	g__	s__
A0A371IRV0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Romboutsia	s__
A0A838MSE7	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__	g__	s__
A0A286GJ84	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Novispirillaceae;g__Caenispirillum;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Novispirillaceae	g__Caenispirillum	s__
A0A3D4UDD7	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__	s__
A0A512HAT4	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Pararhodospirillum;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Pararhodospirillum	s__
A0A837HSQ7	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
A0A7T5RYW8	d__Bacteria;p__CandidatusFalkowbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusFalkowbacteria	c__	o__	f__	g__	s__
A0A7Y7J4U9	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
